user_id,product_id,product_name,category,rating,timestamp
U00174,P0056,LG Face Cream,Beauty,5,2025-08-20 15:38:26
U00522,P0109,Adidas Skincare Kit,Beauty,4,2025-08-20 15:38:26
U00536,P0063,HP Puzzle,Toys,4,2025-12-24 15:38:26
U00217,P0143,Sony Building Blocks,Toys,4,2025-09-28 15:38:26
U00300,P0069,Apple Biography,Books,4,2025-09-12 15:38:26
U00422,P0043,Dell Bed Sheet,Home & Kitchen,3,2025-12-09 15:38:26
U00632,P0168,Generic Coffee,Grocery,2,2025-10-26 15:38:26
U00262,P0069,Apple Biography,Books,4,2026-01-12 15:38:26
U00708,P0033,Nike Face Cream,Beauty,3,2025-08-30 15:38:26
U00595,P0051,Dell Cooking Oil,Grocery,5,2026-01-08 15:38:26
U00729,P0076,Dell T-Shirt,Fashion,5,2026-01-30 15:38:26
U00989,P0148,HP Shampoo,Beauty,5,2025-09-16 15:38:26
U00003,P0013,LG Skincare Kit,Beauty,5,2025-08-16 15:38:26
U00015,P0081,Apple Bed Sheet,Home & Kitchen,4,2025-10-19 15:38:26
U00148,P0085,Samsung Running Shoes,Sports,5,2026-01-10 15:38:26
U00890,P0058,Apple Cooking Oil,Grocery,5,2025-11-06 15:38:26
U00676,P0195,Generic Doll,Toys,4,2025-08-25 15:38:26
U00207,P0058,Apple Cooking Oil,Grocery,2,2025-11-03 15:38:26
U00362,P0027,HP Dinner Set,Home & Kitchen,5,2025-08-25 15:38:26
U00249,P0017,Adidas Shampoo,Beauty,5,2025-10-22 15:38:26
U00051,P0142,Puma Rice,Grocery,4,2026-01-01 15:38:26
U00063,P0180,Dell Building Blocks,Toys,5,2025-10-16 15:38:26
U00537,P0134,Sony Jeans,Fashion,4,2025-11-29 15:38:26
U00145,P0014,LG Camera,Electronics,3,2026-02-07 15:38:26
U00485,P0094,Sony Self-Help Book,Books,4,2025-09-13 15:38:26
U00466,P0054,Puma Perfume,Beauty,5,2025-10-18 15:38:26
U00206,P0159,LG Remote Car,Toys,4,2025-10-11 15:38:26
U00987,P0117,HP Business Book,Books,3,2025-12-16 15:38:26
U00449,P0169,Nike Novel,Books,1,2025-12-12 15:38:26
U00661,P0103,Generic Yoga Mat,Sports,4,2025-09-22 15:38:26
U00522,P0116,HP Perfume,Beauty,3,2025-12-04 15:38:26
U00739,P0083,Nike Shampoo,Beauty,4,2026-01-16 15:38:26
U00279,P0111,Puma Puzzle,Toys,4,2025-11-23 15:38:26
U00765,P0128,Generic Perfume,Beauty,3,2026-01-14 15:38:26
U00248,P0129,HP Doll,Toys,3,2025-12-10 15:38:26
U00776,P0083,Nike Shampoo,Beauty,5,2025-09-06 15:38:26
U00589,P0077,Adidas Yoga Mat,Sports,4,2025-12-26 15:38:26
U00643,P0166,Dell Board Game,Toys,5,2026-01-03 15:38:26
U00982,P0003,Puma Jacket,Fashion,5,2025-09-22 15:38:26
U00430,P0099,Samsung Self-Help Book,Books,3,2025-12-23 15:38:26
U00192,P0090,Nike Mixer Grinder,Home & Kitchen,4,2025-10-25 15:38:26
U00258,P0018,Apple Badminton Racket,Sports,4,2025-12-21 15:38:26
U00644,P0049,Apple Laptop,Electronics,5,2025-09-09 15:38:26
U00579,P0072,LG Lipstick,Beauty,3,2025-10-13 15:38:26
U00640,P0093,Sony Doll,Toys,4,2026-01-30 15:38:26
U00879,P0195,Generic Doll,Toys,4,2025-12-11 15:38:26
U00546,P0127,Sony Shoes,Fashion,4,2025-09-20 15:38:26
U00017,P0087,Puma Snacks,Grocery,3,2026-01-06 15:38:26
U00237,P0167,Dell Football,Sports,3,2025-10-14 15:38:26
U00423,P0185,LG Running Shoes,Sports,5,2026-01-15 15:38:26
U00698,P0003,Puma Jacket,Fashion,4,2026-01-07 15:38:26
U00227,P0120,Sony Self-Help Book,Books,2,2026-01-17 15:38:26
U00038,P0127,Sony Shoes,Fashion,5,2025-10-29 15:38:26
U00124,P0194,LG Running Shoes,Sports,4,2025-10-18 15:38:26
U00915,P0110,Nike Handbag,Fashion,4,2025-12-12 15:38:26
U00627,P0171,Samsung Puzzle,Toys,5,2025-09-10 15:38:26
U00550,P0193,Sony Laptop,Electronics,5,2025-12-11 15:38:26
U00046,P0129,HP Doll,Toys,4,2025-12-30 15:38:26
U00674,P0120,Sony Self-Help Book,Books,4,2025-10-08 15:38:26
U00837,P0160,Nike Novel,Books,4,2025-11-18 15:38:26
U00103,P0200,Apple Badminton Racket,Sports,5,2025-09-16 15:38:26
U00285,P0123,Puma Fiction,Books,5,2025-11-11 15:38:26
U00772,P0133,Adidas Cookbook,Books,5,2026-02-04 15:38:26
U00757,P0061,LG Coffee,Grocery,5,2026-02-05 15:38:26
U00684,P0107,Puma Camera,Electronics,3,2026-01-01 15:38:26
U00240,P0163,Adidas Jacket,Fashion,4,2025-12-22 15:38:26
U00848,P0157,Sony Sunglasses,Fashion,3,2025-10-16 15:38:26
U00063,P0079,Dell Football,Sports,4,2026-01-07 15:38:26
U00210,P0091,LG Headphones,Electronics,5,2025-11-26 15:38:26
U00855,P0189,Samsung Rice,Grocery,3,2026-01-25 15:38:26
U00854,P0066,Samsung Face Cream,Beauty,3,2026-02-09 15:38:26
U00176,P0144,Dell Dinner Set,Home & Kitchen,5,2025-08-19 15:38:26
U00864,P0057,Puma Cooking Oil,Grocery,2,2026-01-01 15:38:26
U00217,P0159,LG Remote Car,Toys,4,2025-10-22 15:38:26
U00235,P0149,Puma Puzzle,Toys,3,2025-09-30 15:38:26
U00731,P0092,Dell Dress,Fashion,5,2025-09-12 15:38:26
U00921,P0057,Puma Cooking Oil,Grocery,4,2025-11-18 15:38:26
U00908,P0035,Apple Dinner Set,Home & Kitchen,5,2025-09-11 15:38:26
U00546,P0182,LG Handbag,Fashion,4,2025-10-19 15:38:26
U00436,P0063,HP Puzzle,Toys,5,2025-10-20 15:38:26
U00286,P0013,LG Skincare Kit,Beauty,5,2026-02-05 15:38:26
U00201,P0059,Dell T-Shirt,Fashion,4,2025-09-26 15:38:26
U00477,P0139,Nike Headphones,Electronics,5,2026-01-12 15:38:26
U00816,P0139,Nike Headphones,Electronics,5,2025-12-14 15:38:26
U00755,P0155,Nike Biography,Books,5,2026-01-13 15:38:26
U00574,P0001,Nike T-Shirt,Fashion,5,2025-09-15 15:38:26
U00730,P0121,Generic Biography,Books,2,2025-10-01 15:38:26
U00185,P0166,Dell Board Game,Toys,4,2026-01-09 15:38:26
U00247,P0085,Samsung Running Shoes,Sports,4,2025-09-08 15:38:26
U00557,P0167,Dell Football,Sports,2,2025-09-22 15:38:26
U00086,P0002,Apple Vacuum Cleaner,Home & Kitchen,5,2025-12-06 15:38:26
U00268,P0003,Puma Jacket,Fashion,3,2025-12-27 15:38:26
U00046,P0180,Dell Building Blocks,Toys,5,2025-12-20 15:38:26
U00144,P0180,Dell Building Blocks,Toys,2,2025-09-01 15:38:26
U00092,P0088,Sony T-Shirt,Fashion,5,2026-01-23 15:38:26
U00433,P0146,Puma Handbag,Fashion,4,2025-11-20 15:38:26
U00472,P0147,Samsung Cooking Oil,Grocery,4,2025-11-16 15:38:26
U00031,P0011,HP Camera,Electronics,3,2026-02-04 15:38:26
U00794,P0171,Samsung Puzzle,Toys,3,2026-02-03 15:38:26
U00086,P0113,Sony Building Blocks,Toys,5,2025-08-31 15:38:26
U00600,P0038,Adidas Tablet,Electronics,5,2025-10-10 15:38:26
U00976,P0004,LG Jeans,Fashion,3,2025-09-26 15:38:26
U00664,P0163,Adidas Jacket,Fashion,5,2025-09-09 15:38:26
U00027,P0143,Sony Building Blocks,Toys,5,2025-11-22 15:38:26
U00389,P0137,Puma Laptop,Electronics,5,2025-10-04 15:38:26
U00662,P0179,Dell Perfume,Beauty,4,2026-01-01 15:38:26
U00088,P0168,Generic Coffee,Grocery,3,2025-08-23 15:38:26
U00591,P0043,Dell Bed Sheet,Home & Kitchen,4,2025-09-30 15:38:26
U00933,P0153,Generic Novel,Books,2,2025-11-29 15:38:26
U00514,P0130,Nike Coffee,Grocery,3,2025-11-05 15:38:26
U00481,P0115,LG Dumbbell Set,Sports,4,2026-02-04 15:38:26
U00046,P0195,Generic Doll,Toys,3,2025-12-06 15:38:26
U00908,P0156,Generic Dinner Set,Home & Kitchen,4,2025-11-15 15:38:26
U00543,P0043,Dell Bed Sheet,Home & Kitchen,4,2026-01-10 15:38:26
U00242,P0079,Dell Football,Sports,5,2025-10-03 15:38:26
U00234,P0099,Samsung Self-Help Book,Books,3,2026-01-29 15:38:26
U00375,P0097,Samsung Shoes,Fashion,3,2025-09-16 15:38:26
U00385,P0130,Nike Coffee,Grocery,4,2026-01-31 15:38:26
U00641,P0074,Adidas Cricket Bat,Sports,4,2025-12-11 15:38:26
U00421,P0024,Nike Cooking Oil,Grocery,5,2025-10-16 15:38:26
U00633,P0041,Dell Rice,Grocery,5,2025-09-04 15:38:26
U00798,P0119,LG Face Cream,Beauty,5,2025-09-29 15:38:26
U00190,P0019,LG Dinner Set,Home & Kitchen,3,2026-01-29 15:38:26
U00951,P0061,LG Coffee,Grocery,4,2025-09-28 15:38:26
U00128,P0040,Apple Business Book,Books,5,2026-02-09 15:38:26
U00268,P0032,Dell Handbag,Fashion,4,2025-08-30 15:38:26
U00182,P0106,Generic Shoes,Fashion,4,2025-12-09 15:38:26
U00529,P0159,LG Remote Car,Toys,5,2025-12-24 15:38:26
U00542,P0078,Nike Cookbook,Books,4,2025-12-10 15:38:26
U00159,P0154,Apple Curtains,Home & Kitchen,3,2025-10-31 15:38:26
U00634,P0016,HP Puzzle,Toys,5,2025-09-30 15:38:26
U00586,P0106,Generic Shoes,Fashion,5,2025-11-24 15:38:26
U00418,P0066,Samsung Face Cream,Beauty,3,2025-10-26 15:38:26
U00775,P0186,Nike Shampoo,Beauty,3,2025-09-28 15:38:26
U00442,P0200,Apple Badminton Racket,Sports,4,2025-12-08 15:38:26
U00085,P0004,LG Jeans,Fashion,3,2025-11-03 15:38:26
U00299,P0153,Generic Novel,Books,4,2026-01-01 15:38:26
U00364,P0153,Generic Novel,Books,3,2025-11-28 15:38:26
U00888,P0163,Adidas Jacket,Fashion,2,2025-12-14 15:38:26
U00739,P0013,LG Skincare Kit,Beauty,4,2025-08-20 15:38:26
U00934,P0018,Apple Badminton Racket,Sports,4,2025-10-13 15:38:26
U00387,P0101,Dell Dumbbell Set,Sports,5,2025-11-28 15:38:26
U00526,P0114,Dell Cricket Bat,Sports,5,2025-10-04 15:38:26
U00939,P0043,Dell Bed Sheet,Home & Kitchen,4,2026-01-14 15:38:26
U00378,P0003,Puma Jacket,Fashion,5,2025-10-01 15:38:26
U00183,P0074,Adidas Cricket Bat,Sports,3,2026-01-07 15:38:26
U00477,P0189,Samsung Rice,Grocery,5,2025-08-22 15:38:26
U00705,P0149,Puma Puzzle,Toys,4,2025-08-31 15:38:26
U00059,P0176,LG Snacks,Grocery,3,2025-12-20 15:38:26
U00939,P0100,Nike Puzzle,Toys,5,2025-11-12 15:38:26
U00199,P0163,Adidas Jacket,Fashion,3,2025-11-22 15:38:26
U00905,P0093,Sony Doll,Toys,3,2025-12-16 15:38:26
U00827,P0026,LG Puzzle,Toys,3,2026-01-17 15:38:26
U00729,P0033,Nike Face Cream,Beauty,5,2026-01-10 15:38:26
U00558,P0143,Sony Building Blocks,Toys,5,2025-12-11 15:38:26
U00608,P0063,HP Puzzle,Toys,5,2025-10-07 15:38:26
U00222,P0032,Dell Handbag,Fashion,5,2025-12-15 15:38:26
U00041,P0192,HP Shoes,Fashion,5,2026-01-22 15:38:26
U00980,P0081,Apple Bed Sheet,Home & Kitchen,5,2025-10-04 15:38:26
U00509,P0112,Puma Pressure Cooker,Home & Kitchen,3,2025-11-03 15:38:26
U00098,P0088,Sony T-Shirt,Fashion,5,2025-10-29 15:38:26
U00798,P0200,Apple Badminton Racket,Sports,5,2026-02-08 15:38:26
U00011,P0126,Dell Rice,Grocery,2,2026-02-04 15:38:26
U00831,P0086,Nike Vacuum Cleaner,Home & Kitchen,3,2025-10-27 15:38:26
U00115,P0002,Apple Vacuum Cleaner,Home & Kitchen,5,2025-09-29 15:38:26
U00947,P0104,Apple Running Shoes,Sports,5,2025-11-17 15:38:26
U00747,P0038,Adidas Tablet,Electronics,5,2026-01-11 15:38:26
U00984,P0197,Generic Tea,Grocery,3,2026-02-10 15:38:26
U00904,P0066,Samsung Face Cream,Beauty,4,2025-11-08 15:38:26
U00625,P0113,Sony Building Blocks,Toys,2,2026-01-27 15:38:26
U00079,P0101,Dell Dumbbell Set,Sports,3,2026-01-10 15:38:26
U00892,P0037,Sony Bed Sheet,Home & Kitchen,5,2025-11-29 15:38:26
U00112,P0181,Nike Tea,Grocery,4,2025-11-01 15:38:26
U00543,P0107,Puma Camera,Electronics,5,2025-09-13 15:38:26
U00143,P0167,Dell Football,Sports,3,2025-12-29 15:38:26
U00835,P0011,HP Camera,Electronics,5,2025-09-08 15:38:26
U00617,P0169,Nike Novel,Books,3,2025-10-18 15:38:26
U00282,P0082,Nike Bed Sheet,Home & Kitchen,4,2026-01-18 15:38:26
U00262,P0049,Apple Laptop,Electronics,4,2025-11-27 15:38:26
U00134,P0125,Puma Sunglasses,Fashion,4,2026-01-31 15:38:26
U00850,P0018,Apple Badminton Racket,Sports,3,2025-11-16 15:38:26
U00244,P0038,Adidas Tablet,Electronics,4,2025-10-22 15:38:26
U00990,P0010,Generic Lipstick,Beauty,1,2025-08-17 15:38:26
U00099,P0180,Dell Building Blocks,Toys,3,2026-02-06 15:38:26
U00962,P0116,HP Perfume,Beauty,3,2026-01-27 15:38:26
U00533,P0200,Apple Badminton Racket,Sports,3,2025-11-01 15:38:26
U00906,P0084,Apple Running Shoes,Sports,5,2026-02-04 15:38:26
U00329,P0118,Apple Vacuum Cleaner,Home & Kitchen,2,2025-12-28 15:38:26
U00787,P0183,LG Pressure Cooker,Home & Kitchen,5,2025-11-11 15:38:26
U00054,P0010,Generic Lipstick,Beauty,4,2025-12-26 15:38:26
U00447,P0019,LG Dinner Set,Home & Kitchen,4,2025-10-09 15:38:26
U00435,P0144,Dell Dinner Set,Home & Kitchen,4,2026-01-05 15:38:26
U00637,P0021,LG Face Cream,Beauty,5,2025-12-05 15:38:26
U00298,P0011,HP Camera,Electronics,1,2025-12-11 15:38:26
U00312,P0154,Apple Curtains,Home & Kitchen,1,2025-09-28 15:38:26
U00459,P0200,Apple Badminton Racket,Sports,3,2025-12-12 15:38:26
U00489,P0025,Generic Badminton Racket,Sports,5,2025-09-28 15:38:26
U00140,P0034,Nike Rice,Grocery,4,2025-08-29 15:38:26
U00384,P0152,Samsung Gaming Console,Electronics,3,2026-01-15 15:38:26
U00684,P0105,Adidas Hair Oil,Beauty,5,2026-02-06 15:38:26
U00621,P0006,HP Board Game,Toys,4,2025-09-19 15:38:26
U00595,P0113,Sony Building Blocks,Toys,5,2025-11-29 15:38:26
U00464,P0057,Puma Cooking Oil,Grocery,4,2025-12-30 15:38:26
U00413,P0200,Apple Badminton Racket,Sports,4,2025-09-04 15:38:26
U00966,P0102,Apple Face Cream,Beauty,5,2025-09-17 15:38:26
U00828,P0061,LG Coffee,Grocery,5,2025-11-27 15:38:26
U00851,P0049,Apple Laptop,Electronics,5,2025-09-10 15:38:26
U00764,P0181,Nike Tea,Grocery,4,2025-10-17 15:38:26
U00549,P0067,Dell Mixer Grinder,Home & Kitchen,4,2025-08-31 15:38:26
U00975,P0029,Puma Vacuum Cleaner,Home & Kitchen,3,2025-09-19 15:38:26
U00106,P0115,LG Dumbbell Set,Sports,5,2025-11-23 15:38:26
U00584,P0109,Adidas Skincare Kit,Beauty,5,2025-12-23 15:38:26
U00977,P0168,Generic Coffee,Grocery,3,2025-12-25 15:38:26
U00860,P0148,HP Shampoo,Beauty,5,2025-11-27 15:38:26
U00414,P0112,Puma Pressure Cooker,Home & Kitchen,5,2026-01-27 15:38:26
U00418,P0192,HP Shoes,Fashion,3,2025-09-21 15:38:26
U00485,P0061,LG Coffee,Grocery,5,2025-10-16 15:38:26
U00783,P0004,LG Jeans,Fashion,5,2025-08-30 15:38:26
U00453,P0042,HP Vacuum Cleaner,Home & Kitchen,4,2025-09-20 15:38:26
U00966,P0170,Generic Biography,Books,2,2025-09-08 15:38:26
U00226,P0007,Sony Gaming Console,Electronics,5,2025-11-10 15:38:26
U00666,P0132,Apple Cricket Bat,Sports,5,2026-01-06 15:38:26
U00674,P0107,Puma Camera,Electronics,4,2025-11-30 15:38:26
U00848,P0137,Puma Laptop,Electronics,4,2025-10-29 15:38:26
U00909,P0040,Apple Business Book,Books,5,2025-08-17 15:38:26
U00580,P0183,LG Pressure Cooker,Home & Kitchen,4,2025-09-23 15:38:26
U00824,P0131,HP Football,Sports,2,2025-09-12 15:38:26
U00782,P0180,Dell Building Blocks,Toys,5,2025-10-22 15:38:26
U00677,P0151,LG Headphones,Electronics,5,2025-11-05 15:38:26
U00587,P0155,Nike Biography,Books,4,2026-01-23 15:38:26
U00946,P0133,Adidas Cookbook,Books,1,2025-10-10 15:38:26
U00829,P0195,Generic Doll,Toys,5,2025-08-19 15:38:26
U00904,P0131,HP Football,Sports,3,2025-09-28 15:38:26
U00322,P0006,HP Board Game,Toys,5,2026-01-11 15:38:26
U00258,P0154,Apple Curtains,Home & Kitchen,4,2025-10-31 15:38:26
U00555,P0015,LG Sunglasses,Fashion,5,2025-11-23 15:38:26
U00871,P0184,Generic Badminton Racket,Sports,5,2026-01-31 15:38:26
U00876,P0157,Sony Sunglasses,Fashion,5,2025-10-11 15:38:26
U00771,P0167,Dell Football,Sports,3,2025-10-02 15:38:26
U00445,P0024,Nike Cooking Oil,Grocery,5,2025-11-03 15:38:26
U00065,P0143,Sony Building Blocks,Toys,2,2025-11-03 15:38:26
U00516,P0030,Generic Remote Car,Toys,3,2025-12-23 15:38:26
U00834,P0049,Apple Laptop,Electronics,5,2026-02-04 15:38:26
U00050,P0144,Dell Dinner Set,Home & Kitchen,3,2026-01-27 15:38:26
U00627,P0140,Dell Doll,Toys,3,2025-09-02 15:38:26
U00622,P0056,LG Face Cream,Beauty,5,2026-01-28 15:38:26
U00465,P0191,HP Headphones,Electronics,3,2025-09-02 15:38:26
U00535,P0065,Dell Tablet,Electronics,5,2025-10-20 15:38:26
U00658,P0041,Dell Rice,Grocery,3,2025-11-08 15:38:26
U00226,P0178,LG Biography,Books,4,2025-10-07 15:38:26
U00452,P0107,Puma Camera,Electronics,4,2025-12-31 15:38:26
U00060,P0115,LG Dumbbell Set,Sports,3,2026-01-06 15:38:26
U00744,P0048,LG Business Book,Books,5,2025-08-23 15:38:26
U00569,P0098,HP Self-Help Book,Books,4,2025-10-08 15:38:26
U00743,P0037,Sony Bed Sheet,Home & Kitchen,4,2025-11-04 15:38:26
U00946,P0182,LG Handbag,Fashion,3,2025-08-15 15:38:26
U00955,P0165,HP Hair Oil,Beauty,5,2025-12-05 15:38:26
U00024,P0100,Nike Puzzle,Toys,5,2025-09-27 15:38:26
U00270,P0183,LG Pressure Cooker,Home & Kitchen,3,2025-12-21 15:38:26
U00978,P0091,LG Headphones,Electronics,3,2025-12-29 15:38:26
U00208,P0195,Generic Doll,Toys,5,2026-01-14 15:38:26
U00479,P0129,HP Doll,Toys,3,2026-02-08 15:38:26
U00210,P0120,Sony Self-Help Book,Books,5,2025-12-30 15:38:26
U00695,P0195,Generic Doll,Toys,5,2026-02-10 15:38:26
U00389,P0055,Apple Camera,Electronics,5,2025-12-12 15:38:26
U00845,P0007,Sony Gaming Console,Electronics,5,2026-01-08 15:38:26
U00479,P0013,LG Skincare Kit,Beauty,5,2025-11-14 15:38:26
U00386,P0040,Apple Business Book,Books,4,2026-01-22 15:38:26
U00913,P0181,Nike Tea,Grocery,4,2025-12-05 15:38:26
U00607,P0054,Puma Perfume,Beauty,5,2025-09-15 15:38:26
U00302,P0089,Dell Skincare Kit,Beauty,5,2026-01-17 15:38:26
U00442,P0008,Sony Lipstick,Beauty,5,2025-12-12 15:38:26
U00463,P0099,Samsung Self-Help Book,Books,4,2026-01-15 15:38:26
U00408,P0149,Puma Puzzle,Toys,3,2026-01-05 15:38:26
U00927,P0128,Generic Perfume,Beauty,5,2025-08-24 15:38:26
U00526,P0069,Apple Biography,Books,3,2026-02-07 15:38:26
U00854,P0170,Generic Biography,Books,3,2025-10-08 15:38:26
U00916,P0179,Dell Perfume,Beauty,4,2025-12-26 15:38:26
U00105,P0087,Puma Snacks,Grocery,4,2025-10-26 15:38:26
U00176,P0081,Apple Bed Sheet,Home & Kitchen,4,2025-10-08 15:38:26
U00804,P0060,LG Sunglasses,Fashion,4,2025-12-13 15:38:26
U00777,P0169,Nike Novel,Books,5,2025-09-25 15:38:26
U00249,P0096,LG Building Blocks,Toys,5,2025-12-27 15:38:26
U00557,P0092,Dell Dress,Fashion,4,2026-02-03 15:38:26
U00347,P0156,Generic Dinner Set,Home & Kitchen,5,2026-02-05 15:38:26
U00505,P0155,Nike Biography,Books,4,2025-09-01 15:38:26
U00439,P0161,Generic Sunglasses,Fashion,5,2026-01-11 15:38:26
U00465,P0062,Puma Laptop,Electronics,3,2025-10-06 15:38:26
U00242,P0135,LG Vacuum Cleaner,Home & Kitchen,4,2026-01-04 15:38:26
U00881,P0160,Nike Novel,Books,3,2026-02-10 15:38:26
U00386,P0133,Adidas Cookbook,Books,3,2025-12-29 15:38:26
U00185,P0193,Sony Laptop,Electronics,4,2025-08-22 15:38:26
U00164,P0177,Samsung Coffee,Grocery,4,2025-08-26 15:38:26
U00375,P0113,Sony Building Blocks,Toys,4,2025-10-19 15:38:26
U00960,P0057,Puma Cooking Oil,Grocery,4,2025-09-18 15:38:26
U00154,P0128,Generic Perfume,Beauty,4,2025-12-28 15:38:26
U00075,P0092,Dell Dress,Fashion,2,2025-09-18 15:38:26
U00408,P0197,Generic Tea,Grocery,4,2026-01-31 15:38:26
U00571,P0140,Dell Doll,Toys,5,2025-12-04 15:38:26
U00296,P0175,LG Novel,Books,5,2026-01-01 15:38:26
U00130,P0178,LG Biography,Books,1,2025-11-18 15:38:26
U00818,P0107,Puma Camera,Electronics,5,2025-12-14 15:38:26
U00679,P0123,Puma Fiction,Books,3,2025-09-10 15:38:26
U00734,P0162,Puma Skincare Kit,Beauty,5,2025-11-28 15:38:26
U00664,P0127,Sony Shoes,Fashion,5,2025-11-16 15:38:26
U00867,P0094,Sony Self-Help Book,Books,4,2025-09-02 15:38:26
U00068,P0017,Adidas Shampoo,Beauty,4,2025-10-18 15:38:26
U00642,P0015,LG Sunglasses,Fashion,4,2026-02-01 15:38:26
U00712,P0007,Sony Gaming Console,Electronics,3,2025-12-27 15:38:26
U00241,P0058,Apple Cooking Oil,Grocery,3,2025-11-03 15:38:26
U00490,P0057,Puma Cooking Oil,Grocery,5,2025-08-26 15:38:26
U00192,P0002,Apple Vacuum Cleaner,Home & Kitchen,5,2025-12-02 15:38:26
U00390,P0034,Nike Rice,Grocery,5,2026-01-25 15:38:26
U00737,P0124,Samsung Self-Help Book,Books,5,2025-10-07 15:38:26
U00626,P0083,Nike Shampoo,Beauty,4,2026-01-03 15:38:26
U00878,P0196,Puma Business Book,Books,5,2025-10-04 15:38:26
U00510,P0199,LG Sunglasses,Fashion,2,2026-01-08 15:38:26
U00328,P0143,Sony Building Blocks,Toys,3,2026-02-01 15:38:26
U00810,P0133,Adidas Cookbook,Books,4,2025-09-29 15:38:26
U00001,P0172,HP Shampoo,Beauty,3,2025-09-03 15:38:26
U00276,P0016,HP Puzzle,Toys,4,2025-11-10 15:38:26
U00774,P0177,Samsung Coffee,Grocery,3,2025-09-05 15:38:26
U00340,P0062,Puma Laptop,Electronics,5,2026-02-03 15:38:26
U00690,P0002,Apple Vacuum Cleaner,Home & Kitchen,4,2025-09-25 15:38:26
U00181,P0155,Nike Biography,Books,3,2025-11-07 15:38:26
U00275,P0153,Generic Novel,Books,5,2025-11-02 15:38:26
U00362,P0003,Puma Jacket,Fashion,4,2025-12-25 15:38:26
U00654,P0020,Dell Puzzle,Toys,5,2025-08-20 15:38:26
U00546,P0116,HP Perfume,Beauty,5,2025-11-02 15:38:26
U00851,P0182,LG Handbag,Fashion,5,2025-12-23 15:38:26
U00560,P0116,HP Perfume,Beauty,5,2026-01-15 15:38:26
U00349,P0050,Dell Face Cream,Beauty,4,2025-08-19 15:38:26
U00697,P0190,HP Coffee,Grocery,2,2025-11-16 15:38:26
U00740,P0149,Puma Puzzle,Toys,3,2025-11-15 15:38:26
U00399,P0069,Apple Biography,Books,5,2025-10-30 15:38:26
U00969,P0164,Apple Remote Car,Toys,5,2025-12-16 15:38:26
U00352,P0042,HP Vacuum Cleaner,Home & Kitchen,5,2025-11-08 15:38:26
U00105,P0197,Generic Tea,Grocery,5,2025-10-04 15:38:26
U00109,P0134,Sony Jeans,Fashion,4,2025-11-09 15:38:26
U00027,P0051,Dell Cooking Oil,Grocery,3,2025-12-05 15:38:26
U00980,P0183,LG Pressure Cooker,Home & Kitchen,5,2025-11-19 15:38:26
U00017,P0176,LG Snacks,Grocery,5,2025-08-20 15:38:26
U00295,P0064,LG Cooking Oil,Grocery,2,2025-12-23 15:38:26
U00314,P0018,Apple Badminton Racket,Sports,3,2025-08-22 15:38:26
U00916,P0164,Apple Remote Car,Toys,5,2026-01-13 15:38:26
U00936,P0141,LG Biography,Books,4,2026-01-29 15:38:26
U00204,P0185,LG Running Shoes,Sports,5,2025-09-15 15:38:26
U00242,P0125,Puma Sunglasses,Fashion,3,2025-11-09 15:38:26
U00216,P0091,LG Headphones,Electronics,3,2025-11-27 15:38:26
U00465,P0095,Adidas Laptop,Electronics,5,2025-12-21 15:38:26
U00110,P0077,Adidas Yoga Mat,Sports,3,2025-09-05 15:38:26
U00746,P0074,Adidas Cricket Bat,Sports,4,2025-12-12 15:38:26
U00818,P0151,LG Headphones,Electronics,5,2026-01-30 15:38:26
U00017,P0052,HP Cooking Oil,Grocery,3,2026-01-03 15:38:26
U00714,P0078,Nike Cookbook,Books,5,2025-11-30 15:38:26
U00974,P0063,HP Puzzle,Toys,1,2025-11-12 15:38:26
U00182,P0060,LG Sunglasses,Fashion,5,2026-01-10 15:38:26
U00713,P0170,Generic Biography,Books,4,2026-01-26 15:38:26
U00620,P0075,HP T-Shirt,Fashion,2,2025-10-11 15:38:26
U00865,P0131,HP Football,Sports,5,2025-11-13 15:38:26
U00339,P0161,Generic Sunglasses,Fashion,5,2025-10-24 15:38:26
U00427,P0037,Sony Bed Sheet,Home & Kitchen,4,2025-09-14 15:38:26
U00519,P0128,Generic Perfume,Beauty,5,2025-09-26 15:38:26
U00453,P0155,Nike Biography,Books,5,2026-01-06 15:38:26
U00505,P0056,LG Face Cream,Beauty,4,2025-08-23 15:38:26
U00287,P0064,LG Cooking Oil,Grocery,4,2025-09-13 15:38:26
U00433,P0137,Puma Laptop,Electronics,4,2025-11-21 15:38:26
U00807,P0179,Dell Perfume,Beauty,4,2025-12-27 15:38:26
U00515,P0020,Dell Puzzle,Toys,5,2026-01-11 15:38:26
U00991,P0139,Nike Headphones,Electronics,5,2025-11-17 15:38:26
U00027,P0074,Adidas Cricket Bat,Sports,5,2026-01-31 15:38:26
U00044,P0188,Sony Badminton Racket,Sports,4,2025-08-31 15:38:26
U00236,P0066,Samsung Face Cream,Beauty,5,2026-01-23 15:38:26
U00982,P0088,Sony T-Shirt,Fashion,5,2026-01-12 15:38:26
U00819,P0021,LG Face Cream,Beauty,4,2025-12-19 15:38:26
U00006,P0005,LG Tablet,Electronics,4,2025-09-30 15:38:26
U00209,P0147,Samsung Cooking Oil,Grocery,4,2025-12-26 15:38:26
U00699,P0122,Puma Shoes,Fashion,4,2025-09-30 15:38:26
U00538,P0061,LG Coffee,Grocery,4,2025-09-05 15:38:26
